"PointId","avg.x.est","sd.x.est","med.x.est","min.x.est","max.x.est","avg.y.est","sd.y.est","med.y.est","min.y.est","max.y.est","mean.no.nodes","n.sim","filter","x","y","diff.dist"
"P1",813.98226510985,26.3742122681231,813.534634093811,758.226486168128,929.563737900839,707.182375747945,25.2557674537029,707.908437168243,642.93215477464,769.02081664346,12.57,100,"Distance 200",805,699,12.1504057292008
"P10",471.369238194252,54.2454478557869,466.079648187959,350.767102248909,674.076457134532,148.998223888084,61.5186020030562,156.011993250626,-64.507954552317,266.499395491248,11.93,100,"Distance 200",494,148,22.6527665162392
"P100",670.343477881849,54.4158241190713,664.840247634761,542.66098670724,856.855185256221,283.743991004907,49.1720627334318,283.396626074443,143.566714589497,427.892612798641,12.68,100,"Distance 200",653,298,22.4506128536916
"P11",447.741172287993,63.395608170813,450.073880189098,263.843166942873,622.763715906279,958.761752579637,65.9953429345045,953.074263550294,811.742960390261,1131.45175811383,12.66,100,"Distance 200",466,971,21.9808891844431
"P12",224.792059974886,42.7025771580408,228.999489794381,119.345628687194,327.27425762181,853.723334246835,48.8438117018434,858.970459361277,650.574968786794,965.668679342135,12.91,100,"Distance 200",224,871,17.2948124751439
"P13",702.847071189243,76.5149066834099,707.007726462646,513.641938754551,892.959125756343,402.043700411876,86.4153954640467,416.232462775687,194.422790575301,634.433266951432,12.56,100,"Distance 200",699,448,46.1170405443427
"P14",359.140525593139,51.6347507303851,366.154814959307,218.796810732867,464.864388888363,187.348458996651,47.6366301143582,189.63759832032,25.0872699408635,352.970417072471,12.72,100,"Distance 200",360,182,5.41707576972149
"P15",-13.0583036486334,43.2986784821094,-18.2639278138734,-91.8750974595035,159.385297424213,301.085855349155,33.3555501854771,299.764626310046,240.882065649494,400.348853899885,8.9,100,"Distance 200",13,319,31.622013971532
"P16",575.484315616761,40.1361796537953,577.96690853741,464.545759422134,646.335473088288,919.275510945863,25.9863453181413,920.506566778859,861.840620757407,1011.91792864275,12.97,100,"Distance 200",571,896,23.7035545085899
"P17",177.559100664921,30.9125783490858,178.724654434555,96.4958221702525,254.920250462873,344.945872625055,31.2011530259174,347.9622590612,252.811820490025,440.456502503148,12.49,100,"Distance 200",163,339,15.7264367688514
"P18",232.401385686148,47.8536806920045,233.755463021776,57.1408957735885,374.00316755002,65.5490017873229,56.3668446440952,68.1625989498587,-84.4324444443413,204.966738853537,11.68,100,"Distance 200",227,79,14.4949756898025
"P19",345.493760474006,54.5746765284717,345.225702291468,94.352586296763,507.311662519348,529.522287665339,60.2788624584366,528.883949627508,414.827065484362,777.9218726718,12.56,100,"Distance 200",340,533,6.50199102032592
"P2",525.021082462658,37.0812803883949,524.478552420223,440.365453026804,640.456495874073,482.480874089033,46.6272055917204,485.251137396681,357.333217253238,576.461666429187,12.95,100,"Distance 200",519,496,14.7993310463249
"P20",281.793964271724,40.399955100794,282.622986253713,170.265337854764,411.517943142007,622.397805402405,44.7599972807611,620.210786587547,496.271416921119,748.140022650482,12.7,100,"Distance 200",291,619,9.81306146841586
"P21",319.99377077446,59.9997456884408,319.959119662832,143.769814237942,494.526465313264,469.825732974535,62.6680544806022,468.982950318848,207.354943692079,620.585578208404,12.87,100,"Distance 200",285,474,35.241857190213
"P22",135.246211565778,24.3876132410414,136.837666243756,73.5371685115629,201.131704234323,624.635886914323,35.5364899309425,621.935975364322,541.614699892611,705.781073409002,12.19,100,"Distance 200",126,608,19.0327392076204
"P23",1174.2983438055,61.9193567913257,1176.68070854234,1012.2773874252,1287.44207701776,37.1724278570674,65.8839271959764,45.9057437444245,-129.973200634141,163.821996376265,8.59,100,"Distance 200",1150,42,24.7732711704712
"P24",593.384857412819,33.3632722195786,587.123177547115,528.090191975224,674.536338351568,1127.62423306814,34.9325222018987,1127.19785957275,1050.9491168169,1213.26139869803,11.5,100,"Distance 200",583,1114,17.1308198922146
"P25",994.594371150376,47.5387998358861,1004.89533633074,802.690184669384,1095.68479597777,333.084642968343,59.8034432505437,338.231343602073,164.471353027607,460.565841966395,12.61,100,"Distance 200",1001,340,9.42625290528665
"P26",40.9365952341283,44.8434749454129,40.0255196290252,-41.0434365035428,162.268567226515,182.132803294814,37.1901968111365,184.389326353388,63.7861250162687,249.336178927893,9.22,100,"Distance 200",60,162,27.7262180936231
"P27",666.573003084504,45.0786967163704,662.073717003671,510.705518403336,790.218453995353,656.66293107623,50.787461224147,656.482779081354,549.86814615319,847.847502072672,12.7,100,"Distance 200",661,658,5.731153172513
"P28",779.626597020828,69.68447605187,777.803148570354,601.729546829651,954.652016926674,811.360331414261,59.0124015318457,807.340065910228,636.026093085701,1013.38567636177,12.83,100,"Distance 200",783,804,8.09656261555734
"P29",715.094214956342,49.1229594202129,718.037218452096,580.641317566321,856.021367135678,557.913522632674,58.2267770410524,558.0331049351,434.962417977404,674.346068144877,12.57,100,"Distance 200",715,584,26.0866475020074
"P3",798.622748545008,36.1163278376281,799.67396582538,717.736742946394,875.57681111164,38.2860736410758,50.7748805182386,46.2204192454847,-83.3819260584033,169.068799959487,10.44,100,"Distance 200",769,64,39.2264354760023
"P30",1094.04351570747,63.1406053658956,1089.57783706582,810.053153055967,1251.56187934033,1223.46421424512,60.7401815578076,1225.98840245015,1048.75547782775,1391.76954720534,8.62,100,"Distance 200",1055,1197,47.1672635883348
"P31",207.880804658721,41.2498694554334,208.065878878353,83.7232404479238,314.22917021283,145.360027568631,43.9005363086366,148.605686627887,35.6699660338244,238.686573872821,12.26,100,"Distance 200",212,143,4.74736773215593
"P32",1221.82791127967,71.8906839414808,1234.07624464341,845.741779970443,1341.07627298263,374.975625937933,59.3277631806183,368.592039867439,144.634270679257,519.921245027728,9.29,100,"Distance 200",1236,363,18.5543449170836
"P33",1034.40423565582,48.00381540221,1038.28463833977,908.542909598014,1154.48144981261,1144.15659780094,51.4567271951073,1143.99445328975,957.908713489747,1295.35075207055,10.79,100,"Distance 200",1015,1138,20.3575061800056
"P34",1153.23864120645,53.3973890123492,1150.27147820276,1024.85005170983,1271.88737264882,555.820198312786,39.3124929920176,556.630411092935,429.275176237083,663.59960337166,11.71,100,"Distance 200",1126,551,27.6618489358216
"P35",1257.71909376039,72.4925000754182,1258.44256930189,965.893253532908,1447.7608272559,827.956585529816,72.3318972415329,827.007141167456,628.501485259398,1161.28272267987,9.16,100,"Distance 200",1246,840,16.8041956268499
"P36",502.907583904247,53.5699024557732,498.55738451188,357.686495993633,650.893750876807,720.248206534835,49.8977561212535,723.74994272897,578.412859647314,837.545984985502,12.62,100,"Distance 200",509,736,16.888947014335
"P37",217.463155744916,45.6758059965549,218.470830597891,96.759843086335,405.324297579893,1011.19622375482,43.5355878246051,1012.48516664479,877.78815954661,1140.38321667611,12.39,100,"Distance 200",217,994,17.2024598435757
"P38",186.656794325122,43.2237849653553,186.971076816691,37.6463446204925,324.173527640401,882.36144194265,36.9404457000817,882.20025546613,801.612923228856,964.32720508669,12.4,100,"Distance 200",194,885,7.80286218035223
"P39",927.647433530033,49.6880403846187,928.834652299872,791.694955066831,1059.94567446209,18.0373840838371,73.726436112668,17.7454589423353,-96.3648759157432,255.915655007606,10.68,100,"Distance 200",923,69,51.1740838651208
"P4",993.011396917835,41.5231963923706,992.148319107067,895.409852532607,1147.32531008595,515.83473885148,47.1832306158837,514.306860219484,405.017031964891,641.505314966814,12.61,100,"Distance 200",979,522,15.3078309573424
"P40",1278.68187584228,50.9117480149687,1274.39105906183,1114.24481313909,1466.753902261,515.861557078523,76.4985143406609,523.49276244617,305.176643515457,712.86405318421,9.1,100,"Distance 200",1229,519,49.7809060903744
"P41",1108.02107828867,38.5213298765405,1105.03964167739,1032.44087944709,1211.72065766328,1176.06507499343,43.5935516220097,1170.94431010418,1062.62702819646,1277.44957704748,9.63,100,"Distance 200",1092,1153,28.0833159364119
"P42",651.127105921751,53.3570439184377,653.221891314484,496.036283727993,825.997631353781,613.399467250784,53.4531329770361,614.7529745719,419.187874139387,755.556773597023,12.73,100,"Distance 200",661,622,13.0936320801624
"P43",136.494331972951,56.7201611945195,128.72399233877,-0.546891794806221,282.100382646364,225.553972674178,44.4914784082155,228.256776667313,130.694686855854,340.012076683023,11.99,100,"Distance 200",133,206,19.86374091856
"P44",998.610856701091,47.8582968997642,997.412055626598,834.31656933676,1133.26589386413,155.571510437555,50.410043770073,146.816866634806,53.6581891300655,284.132593056666,11.35,100,"Distance 200",1000,153,2.92273588190207
"P45",440.144242320874,52.9096866573051,441.784849821839,278.877410496839,543.897777095885,849.903399103449,51.3161443901223,845.181899051958,740.896130423314,1055.68829515991,12.74,100,"Distance 200",411,873,37.1865544711039
"P46",878.341851693777,49.1546251756102,870.464654801594,747.928630059021,1051.01892916762,1012.04789449242,52.8342724947513,1027.403530162,834.300498746653,1086.34107133574,12.55,100,"Distance 200",891,1045,35.2997163717363
"P47",555.424784230437,57.1978039597778,554.022445534896,406.131190316007,720.779508372848,1127.39816157722,64.4698119085705,1130.68916166314,971.986005680293,1322.89191333482,11.04,100,"Distance 200",559,1135,8.40060207395459
"P48",920.329631026395,46.9896490727152,921.676034841883,822.104232359621,1047.98156264333,1030.07909136848,45.7738512073432,1030.7860616659,833.187424476946,1157.4969397943,12.35,100,"Distance 200",901,1031,19.351555708112
"P49",1265.2519133588,71.0068409725249,1263.99624309248,1089.1045726306,1433.06721637399,1243.85398097725,55.4570128816102,1247.20398592814,1095.97862592917,1357.60613510016,6.29,100,"Distance 200",1229,1234,37.5673017832533
"P5",897.826667769843,56.681875603335,895.751827855524,766.414002657697,1043.07048405566,40.0890800179838,67.1061142149662,41.4209245101393,-145.966870992618,184.171532367316,9.88,100,"Distance 200",875,23,28.5147929562159
"P50",848.971973796701,64.6528054643862,843.684002943013,652.983025536918,1081.90345189933,571.361205465991,55.6527760256684,569.429252559587,376.275836572562,685.261430634257,12.71,100,"Distance 200",852,582,11.0613241442748
"P51",1035.56234022646,39.3387273146801,1033.11502049514,940.23439569649,1162.52161858173,968.934587413952,43.4813094432229,960.773335184823,823.595616792976,1141.99414259194,12.56,100,"Distance 200",1040,958,11.8007637964257
"P52",313.667418169862,49.6432152014402,316.400681707581,126.637562816739,463.955797063638,766.618444820771,56.62757826077,762.490062471236,589.3565515599,994.174602533218,12.78,100,"Distance 200",334,792,32.5213349540812
"P53",732.098957022708,47.9846146459974,732.241978543762,630.780307017578,848.617471845962,556.472895241836,42.483824008678,552.458378305844,461.794726693694,705.766396054699,12.79,100,"Distance 200",728,535,21.8606193585831
"P54",1218.51856422384,56.17040186485,1232.45341879362,1040.67134029657,1318.43762723604,735.562095873556,47.7880217402527,733.667007425406,609.870412041351,851.124285003676,10.04,100,"Distance 200",1165,743,54.0329448982364
"P55",192.593697768304,49.0340807143378,187.867837222645,35.886307946271,321.081061861774,734.611867290244,44.0374743837448,729.143777332077,668.382588202231,920.736889098949,12.86,100,"Distance 200",191,706,28.6562178664812
"P56",734.60863878322,58.8738736362163,737.158853894913,540.808462722409,856.650896656101,414.509435088091,55.1548667414411,422.392216456991,207.095788168805,548.237835323085,12.56,100,"Distance 200",730,412,5.24755332469702
"P57",709.153826790308,47.7462187126754,719.099045721912,556.954557811473,859.492241910287,128.551125394404,56.610248124847,130.167202235009,-77.9305997236744,335.183210601966,11.68,100,"Distance 200",710,133,4.5286305167368
"P58",487.883015893599,37.7504182475301,482.19600265336,417.161490688486,610.911330074408,348.561313133071,31.4699768267711,349.325712294961,291.468563358458,474.494030124887,12.94,100,"Distance 200",480,339,12.3919590221793
"P59",573.116282360212,31.6079360311058,574.679277865865,477.185497879675,683.81350275745,1174.30189239809,46.1851734239016,1169.12760174592,1035.0211519451,1272.94249896143,9.92,100,"Distance 200",585,1168,13.4512673283719
"P6",861.732170112712,38.312885487746,857.727841697909,773.531049452465,960.011030334402,122.097834541591,44.0801029092829,119.988927719403,17.3007222162142,236.581876988814,11.82,100,"Distance 200",856,116,8.36907165088768
"P60",670.327150878437,45.0998993606625,662.215222796287,503.419184574313,800.000034970036,99.7078287206264,63.4025084470327,108.904021073542,-106.610511943318,239.513471472982,11.32,100,"Distance 200",661,96,10.0371179793123
"P61",-5.85060095498376,46.4902552239881,-8.28934517976735,-88.3972063283342,130.097448235497,732.034295748602,46.511011179015,731.170410330503,601.31967441077,867.416315144525,9.55,100,"Distance 200",17,737,23.3839300100787
"P62",765.593356169418,50.3975737572304,772.3694204357,606.722785523844,874.854049519609,-4.69870795417303,49.3085134449825,-6.21849370838813,-117.952394891158,161.667949777586,9.59,100,"Distance 200",772,21,26.4852539290415
"P63",1098.18971718541,36.0948415207841,1108.0819147037,966.842524827217,1183.90002818281,993.945598305361,32.6457906481896,989.015220412959,930.699292915452,1115.4341939011,11.41,100,"Distance 200",1097,1007,13.1085022251311
"P64",580.469013274906,59.6128778933335,575.045957528324,444.09708898125,749.383023269703,800.393113092165,64.6717034827884,806.616180070983,620.6109113176,974.695098797097,12.58,100,"Distance 200",581,824,23.6128578613758
"P65",783.090092523625,44.4034725230641,785.31463992078,658.841328903132,902.663783823497,410.112866482629,40.3950468587236,407.650321992415,288.143550988954,524.879478289417,12.97,100,"Distance 200",793,379,32.6529742436463
"P66",570.709744576367,46.2103904133042,564.218150015339,475.527331790317,704.335455219236,566.266073332069,43.9056137398044,560.795422347213,421.857152342692,683.040807050822,12.85,100,"Distance 200",578,560,9.61308998941965
"P67",977.460735615017,50.660470223824,978.237355388769,849.436142736143,1082.42055314482,154.671119851726,41.6539472056033,158.809370672846,36.4068894302237,243.188592895207,12.9,100,"Distance 200",978,192,37.3327751339367
"P68",514.246809423381,36.4615491279431,523.070939140296,428.870208983217,606.566391458393,534.122409688611,39.2499415346581,527.984160997506,476.892043592205,652.568995938521,12.81,100,"Distance 200",510,506,28.4412608189682
"P69",271.6796935376,52.963177515149,260.590418234584,103.800342137522,430.559294487842,923.390069599855,53.1083394181602,924.242672019829,812.400867535118,1062.5592002439,12.88,100,"Distance 200",229,922,42.7023246903013
"P7",323.789679881738,54.1032972069616,330.560824333139,179.317889789277,454.309113251455,250.878247819025,52.2070222811452,250.547535830367,96.7206264123321,395.607443594957,12.77,100,"Distance 200",329,233,18.6220079694229
"P70",819.007085023518,28.5894527655044,819.090017762828,736.826074459559,870.560051569995,-13.3844128996513,50.6669352932147,-17.1326361469613,-113.06301233357,118.288214469115,9,100,"Distance 200",809,16,31.0416731527975
"P71",955.051758617314,46.7122172904312,966.772066077471,808.355840487521,1029.42828520744,884.82041348263,53.8852447862244,892.030968537146,719.505178796242,1024.18997396671,12.76,100,"Distance 200",994,891,39.435425651686
"P72",701.325989041632,40.7277753024541,702.09698940035,594.860902005673,822.030619174319,1225.23583392412,39.5569900572756,1225.61673530367,1120.64996101984,1312.61168064931,9.11,100,"Distance 200",691,1198,29.1275934335494
"P73",-26.2044931415378,67.4183729232112,-39.3326356552604,-127.878914904433,402.414948172378,923.781105605755,47.5477529480405,924.408316557399,738.794698181933,1047.14117544387,9.47,100,"Distance 200",45,902,74.4613752555804
"P74",358.264267771906,54.2681843075836,358.62758100366,187.906630872635,527.108184018543,557.93847953752,52.1353639749887,549.894485878061,417.96194841897,657.075700597642,12.76,100,"Distance 200",350,554,9.15476612881068
"P75",433.946022296292,45.1095764383152,437.518563312838,291.574891001464,538.759958230762,170.615206526194,41.7472056938107,169.149105589953,59.3058145713329,273.232811956555,12.66,100,"Distance 200",447,190,23.3704204478867
"P76",885.521915320232,58.3257254734716,889.479547431813,739.480425538755,1040.83817505217,52.6856221163367,60.5204211471588,53.9496490999315,-121.406051058285,286.714512143275,10.68,100,"Distance 200",880,58,7.66382157243905
"P77",260.772077367048,49.0847320116818,252.462739513639,143.395844143574,394.990307582888,331.679973290217,53.5328072240426,338.771516837951,171.867448187916,451.074245172394,12.83,100,"Distance 200",235,328,26.0334818115024
"P78",561.829727708236,38.645963058031,555.57383283311,454.389235301055,675.752746535353,1182.09935080228,57.7631243585693,1174.51317183884,1033.10647949328,1355.22990714677,10.01,100,"Distance 200",594,1154,42.7141655055566
"P79",1066.02707245192,64.6150254183226,1068.51394207831,827.882131298221,1285.05396799258,-1.62765519903602,57.8122009137884,-6.76504140997849,-138.491371427624,155.708487563588,8.79,100,"Distance 200",1063,36,37.7492199046117
"P8",232.744600701717,49.4498983303148,232.918099593582,125.524786128096,336.131771756423,1260.5430624363,42.7442558725619,1261.84079657214,1051.50309023432,1350.28011363784,8.94,100,"Distance 200",230,1239,21.7171907056662
"P80",-14.7408393269994,61.9621130004499,-29.1025724573811,-119.982563529634,185.227684389718,301.71087414463,34.2738690349487,305.102042284179,212.141366005136,372.65065651525,9.25,100,"Distance 200",24,297,39.0262087188459
"P81",354.478027026852,31.0686210244837,353.155112354591,284.129807222761,448.751835701798,1068.31027479121,48.0346465571623,1063.8105679087,959.195092203696,1225.11674807616,11.74,100,"Distance 200",387,1084,36.1088106034177
"P82",975.839553902251,70.6806178309999,971.541241998696,675.897847335373,1142.96590283751,118.998121898036,76.0544976580374,131.049553810646,-102.793602149026,358.927998047388,11.88,100,"Distance 200",980,131,12.7025347748661
"P83",480.140629086262,47.3903922722079,480.150741686719,325.263431183258,601.370724180151,955.132110901085,56.581762013999,951.923955668985,774.389856336052,1121.72863218553,12.78,100,"Distance 200",482,951,4.53118093809097
"P84",675.859681287662,55.3400723437333,674.927302647943,475.419963364271,799.677309077307,1197.20329453025,73.4045529484666,1209.13917453198,1010.61757447518,1321.78947725942,9.96,100,"Distance 200",653,1168,37.0863511280663
"P85",973.983949871299,50.6126046610811,973.206716346252,871.100066517109,1146.93411677487,1162.83463833931,64.9018808742109,1162.69884743526,1000.47127384305,1305.27822190631,10,100,"Distance 200",969,1168,7.17779335209061
"P86",333.842432906121,46.3100587206194,335.099207718512,228.546766008711,575.49165987157,358.50311971317,60.6372734960388,358.394085474657,191.774512183108,498.650925455013,12.78,100,"Distance 200",342,357,8.29489419843645
"P87",357.902376429806,48.1283459381707,361.794791609831,243.552228666752,525.294795015681,828.196728554257,48.2232566587412,827.377292822399,719.199299151714,962.101418873011,12.92,100,"Distance 200",374,847,24.7527069564115
"P88",566.133593402649,50.0924200275596,567.160253772134,435.467551105364,697.733618281994,586.166790118784,44.0680953687603,582.491449218274,482.284790383939,688.145370977892,12.73,100,"Distance 200",562,588,4.52186387311818
"P89",1155.19283968263,48.3266936441288,1150.81052190267,999.229038127559,1284.81126075626,517.452597085915,40.803997373662,521.089492240636,436.230902786099,637.524739645655,11.17,100,"Distance 200",1110,546,53.4541576654119
"P9",239.81396454883,40.1220837473191,246.361541128245,114.907897645397,323.447829162931,405.549526205251,39.8670531733117,399.81834817974,288.947210058962,504.50403896524,12.74,100,"Distance 200",212,419,30.8954991742616
"P90",1181.30524353501,40.526652479833,1174.79101311817,1097.02222266126,1273.50006342063,67.4499757800433,30.7354087756169,65.093752951894,-11.3183651761275,129.900835942857,8.18,100,"Distance 200",1174,88,21.8098619561577
"P91",568.657179357504,41.0588786396293,572.742374289579,429.510250086744,655.403270740201,376.956201294362,41.8964371684371,384.691331923408,227.009956957297,459.462920575585,12.9,100,"Distance 200",595,392,30.3357887469315
"P92",361.467627262933,41.7795191483353,357.61941153151,237.509748874577,493.22286655586,1021.74123761688,45.0051800339537,1025.43380403134,857.977861207792,1129.17873986979,12.48,100,"Distance 200",357,1022,4.47511467243285
"P93",368.38276888042,42.7096402934308,366.453080581852,268.129454701169,517.921521675101,-14.4218139587553,39.7189839290455,-18.3591541588399,-137.308785104426,114.412005364828,8.94,100,"Distance 200",353,3,23.2411096990201
"P94",818.836196474567,57.8724382405251,819.091431100355,686.064688927212,976.177664098748,997.291075153998,46.8359869991253,1006.68064978107,832.279729179811,1077.99405444845,12.85,100,"Distance 200",828,999,9.32178733838206
"P95",222.193964000064,59.106303319243,218.300683173306,61.3666748505152,364.481407151976,728.727647727707,62.7187485470018,732.814570221935,576.192159830688,935.003014537812,12.66,100,"Distance 200",245,734,23.4075410180894
"P96",969.190733959733,56.420568957322,967.765350256132,816.516610854207,1109.17041612722,1166.46339680808,70.6831377851422,1159.11210055717,1000.82042017267,1339.81707156341,10.49,100,"Distance 200",978,1131,36.5411505201425
"P97",918.277068526743,57.2653296642963,929.942087454103,765.168776696254,1049.25879219043,1171.78395679226,58.2376753343962,1169.45897686783,1003.66833725994,1271.68273839451,9.8,100,"Distance 200",923,1158,14.5706398813536
"P98",417.535480253817,59.9599904930128,416.669498629984,303.91635288438,673.656522138905,871.344994733994,41.6551128624679,869.366368576135,770.30383790937,967.122443036403,12.74,100,"Distance 200",421,856,15.7312351853887
"P99",162.452249201406,53.2567760855729,162.862252206116,17.9482699751039,298.360112886804,349.809075334945,49.7458225164074,353.783586300332,199.373240754762,451.092589930132,12.22,100,"Distance 200",167,330,20.3244065830134
